alert_id,student_id,alert_type,priority,message,created_date,status,assigned_to,escalated,parent_notified,sms_sent,email_sent,action_required,follow_up_date
ALT_INST_002_000044,STU_INST_002_0034,Fee Defaulter,Low,Fee Defaulter flagged for student Ankit Patil - Class 11th E,2025-09-14 07:43:16,In Progress,MEN_INST_002_010,False,True,True,False,True,2025-09-29
ALT_INST_002_000045,STU_INST_002_0035,Uniform Violations,Low,Uniform Violations flagged for student Yash Chaturvedi - Class 9th C,2025-09-12 07:43:16,In Progress,MEN_INST_002_011,False,True,True,True,False,2025-09-24
ALT_INST_002_000046,STU_INST_002_0036,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Deepika Bhat - Class 12th E,2025-08-18 07:43:16,Acknowledged,MEN_INST_002_012,False,True,False,True,True,
ALT_INST_002_000047,STU_INST_002_0036,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Deepika Bhat - Class 12th E,2025-09-15 07:43:16,Resolved,MEN_INST_002_012,False,True,True,True,True,
ALT_INST_002_000048,STU_INST_002_0036,Low Attendance,Medium,Low Attendance flagged for student Deepika Bhat - Class 12th E,2025-08-26 07:43:16,Resolved,MEN_INST_002_012,False,False,False,True,False,2025-09-28
ALT_INST_002_000049,STU_INST_002_0037,Counseling Needed,High,Counseling Needed flagged for student Kiara Pal - Class 12th D,2025-09-08 07:43:16,In Progress,MEN_INST_002_013,False,True,True,True,True,2025-09-29
ALT_INST_002_000050,STU_INST_002_0037,Chronic Absenteeism,Critical,Chronic Absenteeism flagged for student Kiara Pal - Class 12th D,2025-08-17 07:43:16,Resolved,MEN_INST_002_013,True,True,False,True,False,2025-09-28
ALT_INST_002_000051,STU_INST_002_0037,Low Attendance,High,Low Attendance flagged for student Kiara Pal - Class 12th D,2025-08-18 07:43:16,Resolved,MEN_INST_002_013,True,False,False,False,True,2025-09-29
ALT_INST_002_000052,STU_INST_002_0038,Homework Default,Medium,Homework Default flagged for student Advik Biswas - Class 10th C,2025-08-17 07:43:16,Resolved,MEN_INST_002_014,False,True,True,True,False,2025-09-30
ALT_INST_002_000053,STU_INST_002_0038,Low Attendance,Medium,Low Attendance flagged for student Advik Biswas - Class 10th C,2025-09-06 07:43:16,Resolved,MEN_INST_002_014,False,False,True,False,True,2025-09-20
ALT_INST_002_000054,STU_INST_002_0039,Behavioral Issues,Medium,Behavioral Issues flagged for student Nidhi Sen - Class 12th A,2025-09-03 07:43:16,Resolved,MEN_INST_002_015,False,False,False,True,True,
ALT_INST_002_000055,STU_INST_002_0039,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Nidhi Sen - Class 12th A,2025-09-07 07:43:16,Acknowledged,MEN_INST_002_015,False,True,True,False,False,
ALT_INST_002_000056,STU_INST_002_0039,Medical Attention Required,Medium,Medical Attention Required flagged for student Nidhi Sen - Class 12th A,2025-09-03 07:43:16,Resolved,MEN_INST_002_015,False,True,True,True,False,
ALT_INST_002_000057,STU_INST_002_0040,Medical Attention Required,Medium,Medical Attention Required flagged for student Saanvi Hegde - Class 12th B,2025-08-25 07:43:16,Active,MEN_INST_002_016,False,True,False,True,True,
ALT_INST_002_000058,STU_INST_002_0040,Homework Default,Medium,Homework Default flagged for student Saanvi Hegde - Class 12th B,2025-09-03 07:43:16,Active,MEN_INST_002_016,False,True,True,False,True,
ALT_INST_002_000059,STU_INST_002_0041,Counseling Needed,Medium,Counseling Needed flagged for student Arya Tiwari - Class 10th E,2025-08-26 07:43:16,Resolved,MEN_INST_002_017,False,False,True,True,True,
ALT_INST_002_000060,STU_INST_002_0041,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Arya Tiwari - Class 10th E,2025-08-17 07:43:16,Resolved,MEN_INST_002_017,False,False,False,False,False,
ALT_INST_002_000061,STU_INST_002_0041,Behavioral Issues,Medium,Behavioral Issues flagged for student Arya Tiwari - Class 10th E,2025-09-12 07:43:16,In Progress,MEN_INST_002_017,False,False,False,True,False,
ALT_INST_002_000062,STU_INST_002_0043,Low Attendance,Medium,Low Attendance flagged for student Saanvi Khanna - Class 9th B,2025-09-10 07:43:16,In Progress,MEN_INST_002_019,False,False,False,True,True,
ALT_INST_002_000063,STU_INST_002_0044,Fee Defaulter,High,Fee Defaulter flagged for student Vivaan Mandal - Class 10th A,2025-09-07 07:43:16,Resolved,MEN_INST_002_020,True,True,False,False,False,2025-09-28
ALT_INST_002_000064,STU_INST_002_0044,Fee Defaulter,High,Fee Defaulter flagged for student Vivaan Mandal - Class 10th A,2025-08-23 07:43:16,Acknowledged,MEN_INST_002_020,True,True,True,False,True,2025-09-26
ALT_INST_002_000065,STU_INST_002_0044,Chronic Absenteeism,Critical,Chronic Absenteeism flagged for student Vivaan Mandal - Class 10th A,2025-08-17 07:43:16,Resolved,MEN_INST_002_020,False,False,False,False,True,2025-09-30
ALT_INST_002_000066,STU_INST_002_0044,Poor Academic Performance,Critical,Poor Academic Performance flagged for student Vivaan Mandal - Class 10th A,2025-08-17 07:43:16,Active,MEN_INST_002_020,True,False,False,True,False,2025-09-21
ALT_INST_002_000067,STU_INST_002_0044,Fee Defaulter,High,Fee Defaulter flagged for student Vivaan Mandal - Class 10th A,2025-08-19 07:43:16,Acknowledged,MEN_INST_002_020,False,True,True,True,True,2025-09-22
ALT_INST_002_000068,STU_INST_002_0045,Parent Meeting Required,Low,Parent Meeting Required flagged for student Seema Mitra - Class 12th E,2025-09-13 07:43:16,Active,MEN_INST_002_021,False,True,True,True,False,
ALT_INST_002_000069,STU_INST_002_0046,Behavioral Issues,Low,Behavioral Issues flagged for student Laksh Kapoor - Class 9th B,2025-09-05 07:43:16,Active,MEN_INST_002_022,False,True,True,True,True,
ALT_INST_002_000070,STU_INST_002_0047,Uniform Violations,Medium,Uniform Violations flagged for student Arya Mehta - Class 11th A,2025-09-14 07:43:16,Acknowledged,MEN_INST_002_023,False,True,True,True,False,
ALT_INST_002_000071,STU_INST_002_0048,Counseling Needed,Medium,Counseling Needed flagged for student Manoj Goyal - Class 11th C,2025-08-26 07:43:16,Resolved,MEN_INST_002_024,False,True,True,False,True,2025-09-18
ALT_INST_002_000072,STU_INST_002_0048,Homework Default,Medium,Homework Default flagged for student Manoj Goyal - Class 11th C,2025-08-20 07:43:16,Resolved,MEN_INST_002_024,False,True,True,True,False,
ALT_INST_002_000073,STU_INST_002_0049,Low Attendance,Medium,Low Attendance flagged for student Priyanka Jindal - Class 10th B,2025-08-21 07:43:16,Acknowledged,MEN_INST_002_001,False,False,True,True,False,2025-09-21
ALT_INST_002_000074,STU_INST_002_0049,Counseling Needed,Medium,Counseling Needed flagged for student Priyanka Jindal - Class 10th B,2025-09-13 07:43:16,Resolved,MEN_INST_002_001,False,False,True,False,False,
ALT_INST_002_000075,STU_INST_002_0049,Fee Defaulter,Medium,Fee Defaulter flagged for student Priyanka Jindal - Class 10th B,2025-08-24 07:43:16,Resolved,MEN_INST_002_001,False,False,False,True,False,2025-09-22
ALT_INST_002_000076,STU_INST_002_0050,Medical Attention Required,Low,Medical Attention Required flagged for student Arya Pal - Class 9th A,2025-08-22 07:43:16,Active,MEN_INST_002_002,False,False,False,True,False,
ALT_INST_002_000077,STU_INST_002_0051,Behavioral Issues,High,Behavioral Issues flagged for student Arya Pillai - Class 12th A,2025-08-21 07:43:16,In Progress,MEN_INST_002_003,True,False,True,True,True,
ALT_INST_002_000078,STU_INST_002_0051,Low Attendance,High,Low Attendance flagged for student Arya Pillai - Class 12th A,2025-08-28 07:43:16,In Progress,MEN_INST_002_003,False,True,False,True,True,
ALT_INST_002_000079,STU_INST_002_0051,Academic Decline,High,Academic Decline flagged for student Arya Pillai - Class 12th A,2025-08-25 07:43:16,Active,MEN_INST_002_003,True,False,False,False,False,2025-09-21
ALT_INST_002_000080,STU_INST_002_0053,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Abhishek Hegde - Class 11th E,2025-09-05 07:43:16,Active,MEN_INST_002_005,False,False,False,False,False,
ALT_INST_002_000081,STU_INST_002_0053,Uniform Violations,Medium,Uniform Violations flagged for student Abhishek Hegde - Class 11th E,2025-08-18 07:43:16,In Progress,MEN_INST_002_005,False,False,True,True,True,2025-10-01
ALT_INST_002_000082,STU_INST_002_0055,Medical Attention Required,Medium,Medical Attention Required flagged for student Yogesh Vyas - Class 11th A,2025-09-15 07:43:16,Acknowledged,MEN_INST_002_007,False,False,False,True,True,2025-09-22
ALT_INST_002_000083,STU_INST_002_0056,Medical Attention Required,Low,Medical Attention Required flagged for student Tanya Khanna - Class 12th D,2025-09-04 07:43:16,In Progress,MEN_INST_002_008,False,True,True,False,True,2025-09-27
ALT_INST_002_000084,STU_INST_002_0057,Homework Default,Medium,Homework Default flagged for student Pihu Tiwari - Class 9th C,2025-08-24 07:43:16,Resolved,MEN_INST_002_009,False,True,False,False,True,
ALT_INST_002_000085,STU_INST_002_0057,Fee Defaulter,Medium,Fee Defaulter flagged for student Pihu Tiwari - Class 9th C,2025-08-25 07:43:16,Active,MEN_INST_002_009,False,True,True,False,False,2025-09-18
ALT_INST_002_000086,STU_INST_002_0058,Counseling Needed,Medium,Counseling Needed flagged for student Myra Bansal - Class 12th A,2025-09-06 07:43:16,Resolved,MEN_INST_002_010,False,False,True,True,True,
ALT_INST_002_000087,STU_INST_002_0058,Behavioral Issues,Medium,Behavioral Issues flagged for student Myra Bansal - Class 12th A,2025-09-06 07:43:16,In Progress,MEN_INST_002_010,False,False,True,True,False,
ALT_INST_002_000088,STU_INST_002_0058,Medical Attention Required,Medium,Medical Attention Required flagged for student Myra Bansal - Class 12th A,2025-09-08 07:43:16,Resolved,MEN_INST_002_010,False,True,True,True,True,
ALT_INST_002_000089,STU_INST_002_0059,Counseling Needed,Low,Counseling Needed flagged for student Aarohi Mukherjee - Class 12th C,2025-08-26 07:43:16,In Progress,MEN_INST_002_011,False,False,False,True,False,
ALT_INST_002_000090,STU_INST_002_0060,Homework Default,Medium,Homework Default flagged for student Aadhya Srivastava - Class 11th E,2025-09-06 07:43:16,In Progress,MEN_INST_002_012,False,False,True,False,False,
ALT_INST_002_000091,STU_INST_002_0061,Behavioral Issues,Medium,Behavioral Issues flagged for student Arnav Tiwari - Class 11th E,2025-08-22 07:43:16,Resolved,MEN_INST_002_013,False,False,False,True,True,2025-09-25
ALT_INST_002_000092,STU_INST_002_0061,Medical Attention Required,Medium,Medical Attention Required flagged for student Arnav Tiwari - Class 11th E,2025-08-24 07:43:16,Active,MEN_INST_002_013,False,False,True,True,True,
ALT_INST_002_000093,STU_INST_002_0061,Uniform Violations,Medium,Uniform Violations flagged for student Arnav Tiwari - Class 11th E,2025-09-16 07:43:16,Resolved,MEN_INST_002_013,False,False,True,True,False,
ALT_INST_002_000094,STU_INST_002_0062,Chronic Absenteeism,Low,Chronic Absenteeism flagged for student Shalini Nair - Class 12th A,2025-09-07 07:43:16,Active,MEN_INST_002_014,False,True,True,True,True,
ALT_INST_002_000095,STU_INST_002_0063,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Raj Krishnan - Class 10th A,2025-08-29 07:43:16,Resolved,MEN_INST_002_015,False,False,False,True,False,
ALT_INST_002_000096,STU_INST_002_0063,Homework Default,Medium,Homework Default flagged for student Raj Krishnan - Class 10th A,2025-09-07 07:43:16,In Progress,MEN_INST_002_015,False,False,False,False,True,
ALT_INST_002_000097,STU_INST_002_0063,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Raj Krishnan - Class 10th A,2025-08-19 07:43:16,Acknowledged,MEN_INST_002_015,False,False,False,True,True,
ALT_INST_002_000098,STU_INST_002_0064,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Veer Singh - Class 10th B,2025-08-27 07:43:16,Acknowledged,MEN_INST_002_016,False,False,True,True,True,2025-09-21
ALT_INST_002_000099,STU_INST_002_0064,Low Attendance,Medium,Low Attendance flagged for student Veer Singh - Class 10th B,2025-09-03 07:43:16,Active,MEN_INST_002_016,False,False,False,True,False,2025-09-25
ALT_INST_002_000100,STU_INST_002_0064,Homework Default,Medium,Homework Default flagged for student Veer Singh - Class 10th B,2025-09-07 07:43:16,In Progress,MEN_INST_002_016,False,False,True,False,True,2025-09-20
ALT_INST_002_000101,STU_INST_002_0065,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Priyanka More - Class 9th A,2025-08-25 07:43:16,Resolved,MEN_INST_002_017,False,True,True,False,True,2025-09-17
ALT_INST_002_000102,STU_INST_002_0065,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Priyanka More - Class 9th A,2025-08-29 07:43:16,In Progress,MEN_INST_002_017,False,False,True,False,False,
ALT_INST_002_000103,STU_INST_002_0065,Academic Decline,Medium,Academic Decline flagged for student Priyanka More - Class 9th A,2025-09-09 07:43:16,Acknowledged,MEN_INST_002_017,False,True,False,False,False,2025-09-27
ALT_INST_002_000104,STU_INST_002_0066,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Preeti Venkatesh - Class 10th D,2025-08-24 07:43:16,Resolved,MEN_INST_002_018,False,True,False,False,False,2025-09-20
ALT_INST_002_000105,STU_INST_002_0066,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Preeti Venkatesh - Class 10th D,2025-09-02 07:43:16,Resolved,MEN_INST_002_018,False,False,False,True,False,
ALT_INST_002_000106,STU_INST_002_0067,Low Attendance,Low,Low Attendance flagged for student Abhishek Saha - Class 12th A,2025-09-06 07:43:16,Resolved,MEN_INST_002_019,False,False,True,False,False,2025-09-17
ALT_INST_002_000107,STU_INST_002_0068,Fee Defaulter,Medium,Fee Defaulter flagged for student Navya Pal - Class 11th B,2025-09-12 07:43:16,Resolved,MEN_INST_002_020,False,True,True,True,True,
ALT_INST_002_000108,STU_INST_002_0068,Counseling Needed,Medium,Counseling Needed flagged for student Navya Pal - Class 11th B,2025-09-16 07:43:16,In Progress,MEN_INST_002_020,False,False,False,True,True,
ALT_INST_002_000109,STU_INST_002_0069,Counseling Needed,Low,Counseling Needed flagged for student Riya Singhal - Class 12th C,2025-08-26 07:43:16,Active,MEN_INST_002_021,False,True,False,False,True,
ALT_INST_002_000110,STU_INST_002_0071,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Arjun Patil - Class 10th C,2025-08-25 07:43:16,Acknowledged,MEN_INST_002_023,False,True,True,False,False,2025-09-18
ALT_INST_002_000111,STU_INST_002_0071,Counseling Needed,Medium,Counseling Needed flagged for student Arjun Patil - Class 10th C,2025-08-29 07:43:16,Acknowledged,MEN_INST_002_023,False,True,False,True,True,2025-09-30
ALT_INST_002_000112,STU_INST_002_0072,Low Attendance,Low,Low Attendance flagged for student Aadhya Mukherjee - Class 12th E,2025-08-21 07:43:16,Resolved,MEN_INST_002_024,False,False,True,True,False,2025-10-01
ALT_INST_002_000113,STU_INST_002_0073,Homework Default,Medium,Homework Default flagged for student Vihaan Dutta - Class 12th D,2025-08-28 07:43:16,In Progress,MEN_INST_002_001,False,False,True,True,True,
ALT_INST_002_000114,STU_INST_002_0074,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Divya Kapoor - Class 10th A,2025-08-30 07:43:16,Acknowledged,MEN_INST_002_002,False,False,False,False,False,2025-09-24
ALT_INST_002_000115,STU_INST_002_0074,Counseling Needed,Medium,Counseling Needed flagged for student Divya Kapoor - Class 10th A,2025-08-21 07:43:16,Active,MEN_INST_002_002,False,True,False,True,True,
ALT_INST_002_000116,STU_INST_002_0075,Counseling Needed,High,Counseling Needed flagged for student Krishna Kale - Class 10th C,2025-09-13 07:43:16,Active,MEN_INST_002_003,True,False,True,True,False,
ALT_INST_002_000117,STU_INST_002_0075,Behavioral Issues,High,Behavioral Issues flagged for student Krishna Kale - Class 10th C,2025-08-25 07:43:16,In Progress,MEN_INST_002_003,False,True,True,True,True,
ALT_INST_002_000118,STU_INST_002_0075,Parent Meeting Required,High,Parent Meeting Required flagged for student Krishna Kale - Class 10th C,2025-08-22 07:43:16,Active,MEN_INST_002_003,False,True,True,False,False,
ALT_INST_002_000119,STU_INST_002_0075,Medical Attention Required,High,Medical Attention Required flagged for student Krishna Kale - Class 10th C,2025-08-29 07:43:16,In Progress,MEN_INST_002_003,False,False,True,False,False,
ALT_INST_002_000120,STU_INST_002_0076,Uniform Violations,Medium,Uniform Violations flagged for student Shaurya Bhardwaj - Class 12th C,2025-08-18 07:43:16,Active,MEN_INST_002_004,False,False,True,True,True,2025-09-17
ALT_INST_002_000121,STU_INST_002_0076,Uniform Violations,Medium,Uniform Violations flagged for student Shaurya Bhardwaj - Class 12th C,2025-09-11 07:43:16,Active,MEN_INST_002_004,False,True,False,True,True,
ALT_INST_002_000122,STU_INST_002_0076,Uniform Violations,Medium,Uniform Violations flagged for student Shaurya Bhardwaj - Class 12th C,2025-09-15 07:43:16,In Progress,MEN_INST_002_004,False,False,False,False,False,
ALT_INST_002_000123,STU_INST_002_0078,Behavioral Issues,Medium,Behavioral Issues flagged for student Shalini Dubey - Class 11th C,2025-09-15 07:43:16,Resolved,MEN_INST_002_006,False,True,False,False,False,
ALT_INST_002_000124,STU_INST_002_0078,Academic Decline,Medium,Academic Decline flagged for student Shalini Dubey - Class 11th C,2025-09-12 07:43:16,Active,MEN_INST_002_006,False,False,False,True,True,
ALT_INST_002_000125,STU_INST_002_0079,Medical Attention Required,High,Medical Attention Required flagged for student Rohan Venkatesh - Class 9th C,2025-09-15 07:43:16,Resolved,MEN_INST_002_007,False,False,True,True,True,
ALT_INST_002_000126,STU_INST_002_0079,Medical Attention Required,High,Medical Attention Required flagged for student Rohan Venkatesh - Class 9th C,2025-09-15 07:43:16,In Progress,MEN_INST_002_007,True,True,True,False,False,2025-09-30
ALT_INST_002_000127,STU_INST_002_0079,Medical Attention Required,High,Medical Attention Required flagged for student Rohan Venkatesh - Class 9th C,2025-08-18 07:43:16,Active,MEN_INST_002_007,True,False,False,False,True,2025-09-20
ALT_INST_002_000128,STU_INST_002_0079,Academic Decline,High,Academic Decline flagged for student Rohan Venkatesh - Class 9th C,2025-09-01 07:43:16,Acknowledged,MEN_INST_002_007,False,True,False,True,True,2025-09-27
ALT_INST_002_000129,STU_INST_002_0079,Behavioral Issues,High,Behavioral Issues flagged for student Rohan Venkatesh - Class 9th C,2025-09-11 07:43:16,In Progress,MEN_INST_002_007,False,False,False,True,False,
ALT_INST_002_000130,STU_INST_002_0079,Behavioral Issues,High,Behavioral Issues flagged for student Rohan Venkatesh - Class 9th C,2025-08-28 07:43:16,Acknowledged,MEN_INST_002_007,False,False,True,False,False,
