student_id,institute_id,parent_id,mentor_id,name,gender,grade,section,roll_number,date_of_birth,admission_date,academic_year,attendance_percentage,current_gpa,behavioral_incidents,risk_level,last_assessment_score,fees_paid,transport_mode,medium_of_instruction,special_needs
STU_INST_001_0042,INST_001,PAR_INST_001_0042,MEN_INST_001_018,Veer Mittal,Male,12th,B,116917,2009-04-20,2025-05-29,2025-26,70.3,2.61,2,Medium,52,No,School Bus,English,None
STU_INST_001_0043,INST_001,PAR_INST_001_0043,MEN_INST_001_019,Anika Chakraborty,Female,9th,E,103117,2011-01-15,2024-09-10,2025-26,97.7,3.12,1,Low,44,Partial,Walking,English,None
STU_INST_001_0044,INST_001,PAR_INST_001_0044,MEN_INST_001_020,Ishika Arora,Female,9th,C,103582,2010-04-25,2025-07-10,2025-26,77.1,2.68,3,Medium,73,No,Walking,English,None
STU_INST_001_0045,INST_001,PAR_INST_001_0045,MEN_INST_001_021,Diya Trivedi,Female,9th,D,125892,2008-10-28,2025-05-19,2025-26,100.0,2.28,4,Medium,93,Partial,School Bus,English,Learning Disability
STU_INST_001_0046,INST_001,PAR_INST_001_0046,MEN_INST_001_022,Riyansh Nair,Male,9th,A,128451,2008-06-20,2024-07-23,2025-26,86.4,2.37,0,Medium,56,No,Bicycle,Regional Language,None
STU_INST_001_0047,INST_001,PAR_INST_001_0047,MEN_INST_001_023,Atharv Gupta,Male,10th,D,112630,2010-01-28,2024-12-14,2025-26,84.6,2.07,2,Medium,54,No,Bicycle,English,None
STU_INST_001_0048,INST_001,PAR_INST_001_0048,MEN_INST_001_024,Kabir Bansal,Male,11th,E,9t6142,2010-08-07,2024-03-11,2025-26,67.4,3.27,1,Medium,78,Partial,Auto Rickshaw,Regional Language,Dyslexia
STU_INST_001_0049,INST_001,PAR_INST_001_0049,MEN_INST_001_001,Aadhya Chopra,Female,11th,B,9t8144,2008-09-03,2024-12-24,2025-26,96.5,3.05,2,Low,60,Yes,Walking,Hindi,None
STU_INST_001_0050,INST_001,PAR_INST_001_0050,MEN_INST_001_002,Vivaan Mathur,Male,12th,B,125698,2011-01-13,2025-06-27,2025-26,61.5,2.34,0,Medium,88,No,Auto Rickshaw,English,None
STU_INST_001_0051,INST_001,PAR_INST_001_0051,MEN_INST_001_003,Zara Chowdhury,Female,9th,C,116508,2011-03-18,2024-01-30,2025-26,80.8,3.0,3,Medium,54,Partial,Walking,Regional Language,None
STU_INST_001_0052,INST_001,PAR_INST_001_0052,MEN_INST_001_004,Sneha Ganguly,Female,12th,C,106201,2010-12-07,2025-03-29,2025-26,78.0,4.0,0,Low,41,No,Private Vehicle,English,None
STU_INST_001_0053,INST_001,PAR_INST_001_0053,MEN_INST_001_005,Aryan Srivastava,Male,12th,B,9t3656,2011-08-05,2025-03-12,2025-26,67.6,3.39,0,Medium,74,Yes,Bicycle,English,None
STU_INST_001_0054,INST_001,PAR_INST_001_0054,MEN_INST_001_006,Arnav Bhatt,Male,10th,C,101537,2009-12-20,2023-11-16,2025-26,65.9,3.09,4,Medium,56,No,Auto Rickshaw,English,None
STU_INST_001_0055,INST_001,PAR_INST_001_0055,MEN_INST_001_007,Reyansh Menon,Male,11th,D,107110,2010-06-12,2025-06-16,2025-26,80.1,3.24,3,Medium,48,Yes,Private Vehicle,Hindi,None
STU_INST_001_0056,INST_001,PAR_INST_001_0056,MEN_INST_001_008,Vivaan Bhatt,Male,9th,A,102080,2010-02-21,2024-06-09,2025-26,97.7,2.59,1,Low,54,No,Private Vehicle,English,None
STU_INST_001_0057,INST_001,PAR_INST_001_0057,MEN_INST_001_009,Arya Bhatt,Female,9th,C,113263,2010-12-22,2024-04-15,2025-26,92.7,2.86,2,Medium,65,Yes,Private Vehicle,Hindi,Physical Disability
STU_INST_001_0058,INST_001,PAR_INST_001_0058,MEN_INST_001_010,Divya Kapoor,Female,12th,E,124012,2009-10-01,2024-07-01,2025-26,82.9,2.11,4,High,77,Partial,Bicycle,Regional Language,None
STU_INST_001_0059,INST_001,PAR_INST_001_0059,MEN_INST_001_011,Arjun Goyal,Male,11th,A,128119,2010-02-04,2023-11-24,2025-26,95.6,2.44,4,Medium,74,No,Bicycle,English,None
STU_INST_001_0060,INST_001,PAR_INST_001_0060,MEN_INST_001_012,Pooja Dutta,Female,12th,E,9t1657,2009-03-27,2025-04-24,2025-26,90.6,3.48,3,Low,93,Yes,Auto Rickshaw,Hindi,None
STU_INST_001_0061,INST_001,PAR_INST_001_0061,MEN_INST_001_013,Dhruv Sharma,Male,10th,B,9t2559,2011-05-08,2025-03-23,2025-26,70.4,2.66,1,Medium,91,No,School Bus,Regional Language,None
STU_INST_001_0062,INST_001,PAR_INST_001_0062,MEN_INST_001_014,Veer Suthar,Male,10th,B,104445,2008-08-16,2025-05-22,2025-26,100.0,1.68,0,Medium,86,No,Private Vehicle,English,None
STU_INST_001_0063,INST_001,PAR_INST_001_0063,MEN_INST_001_015,Akash Sen,Male,12th,C,117772,2008-06-15,2024-04-06,2025-26,75.8,2.85,0,Medium,37,No,School Bus,English,None
STU_INST_001_0064,INST_001,PAR_INST_001_0064,MEN_INST_001_016,Diya Trivedi,Female,9th,C,129932,2009-03-05,2025-04-08,2025-26,74.9,3.45,0,Low,50,Partial,School Bus,English,None
STU_INST_001_0065,INST_001,PAR_INST_001_0065,MEN_INST_001_017,Arya Singhal,Female,12th,A,107592,2010-01-11,2025-04-06,2025-26,100.0,2.88,0,Low,48,No,Private Vehicle,Regional Language,None
STU_INST_001_0066,INST_001,PAR_INST_001_0066,MEN_INST_001_018,Shriya Mandal,Female,11th,D,108307,2011-05-02,2024-11-03,2025-26,71.0,2.93,0,Medium,64,Partial,Auto Rickshaw,Hindi,None
STU_INST_001_0067,INST_001,PAR_INST_001_0067,MEN_INST_001_019,Manoj Mathur,Male,9th,C,122073,2011-05-05,2024-03-26,2025-26,100.0,3.91,3,Low,68,No,Walking,Hindi,Learning Disability
STU_INST_001_0068,INST_001,PAR_INST_001_0068,MEN_INST_001_020,Sunita Chaturvedi,Female,11th,B,116028,2010-06-04,2024-05-22,2025-26,97.7,2.42,0,Low,73,Yes,Bicycle,Hindi,None
STU_INST_001_0069,INST_001,PAR_INST_001_0069,MEN_INST_001_021,Rahul Joshi,Male,12th,D,9t2959,2008-09-13,2024-02-28,2025-26,70.1,2.73,0,Medium,39,No,School Bus,Regional Language,None
STU_INST_001_0070,INST_001,PAR_INST_001_0070,MEN_INST_001_022,Riya Venkatesh,Female,10th,C,128597,2010-02-07,2023-12-24,2025-26,70.4,3.8,0,Low,61,No,Auto Rickshaw,Regional Language,None
STU_INST_001_0071,INST_001,PAR_INST_001_0071,MEN_INST_001_023,Anil Singh,Male,10th,A,9t6205,2009-05-23,2024-03-28,2025-26,74.9,2.41,2,Medium,55,No,School Bus,English,None
STU_INST_001_0072,INST_001,PAR_INST_001_0072,MEN_INST_001_024,Kriti Kulkarni,Female,11th,C,128484,2008-02-24,2025-07-18,2025-26,87.7,3.79,1,Low,81,No,Auto Rickshaw,Regional Language,ADHD
STU_INST_001_0073,INST_001,PAR_INST_001_0073,MEN_INST_001_001,Amit Menon,Male,11th,C,101440,2011-08-11,2025-06-06,2025-26,71.0,2.03,1,Medium,66,Yes,School Bus,Hindi,None
STU_INST_001_0074,INST_001,PAR_INST_001_0074,MEN_INST_001_002,Riya Tiwari,Female,10th,A,106856,2009-07-30,2024-05-16,2025-26,78.4,3.92,0,Low,79,Yes,Walking,English,None
STU_INST_001_0075,INST_001,PAR_INST_001_0075,MEN_INST_001_003,Arya Kumar,Female,10th,C,9t9161,2009-02-02,2024-10-26,2025-26,40.0,2.19,0,Medium,75,Partial,Walking,Hindi,None
STU_INST_001_0076,INST_001,PAR_INST_001_0076,MEN_INST_001_004,Sapna Malhotra,Female,11th,B,126044,2010-11-08,2024-03-18,2025-26,52.1,2.02,2,High,82,Yes,Private Vehicle,English,None
STU_INST_001_0077,INST_001,PAR_INST_001_0077,MEN_INST_001_005,Karan Krishnan,Male,9th,D,117649,2011-06-27,2024-05-06,2025-26,100.0,1.94,2,Medium,45,No,Walking,English,None
STU_INST_001_0078,INST_001,PAR_INST_001_0078,MEN_INST_001_006,Advait Dave,Male,12th,D,9t7738,2009-03-10,2024-12-23,2025-26,79.0,2.84,3,Medium,63,Yes,Walking,English,Learning Disability
STU_INST_001_0079,INST_001,PAR_INST_001_0079,MEN_INST_001_007,Ayaan Desai,Male,11th,D,103939,2011-05-22,2024-07-30,2025-26,72.8,4.0,2,Medium,81,Yes,Bicycle,Regional Language,None
STU_INST_001_0080,INST_001,PAR_INST_001_0080,MEN_INST_001_008,Maya Das,Female,9th,C,115466,2007-12-19,2024-08-23,2025-26,86.2,2.43,0,Medium,43,Yes,Bicycle,Hindi,None
STU_INST_001_0081,INST_001,PAR_INST_001_0081,MEN_INST_001_009,Diya Pal,Female,9th,A,101544,2008-09-14,2024-01-12,2025-26,95.3,2.52,0,Low,59,No,Bicycle,Regional Language,None
STU_INST_001_0082,INST_001,PAR_INST_001_0082,MEN_INST_001_010,Aarohi Menon,Female,10th,A,112964,2007-10-25,2024-04-27,2025-26,73.2,3.31,0,Low,55,Yes,Auto Rickshaw,Hindi,None
STU_INST_001_0083,INST_001,PAR_INST_001_0083,MEN_INST_001_011,Harsh Mishra,Male,9th,C,126795,2010-05-29,2025-05-27,2025-26,96.3,3.67,3,Low,95,No,Private Vehicle,Hindi,None
STU_INST_001_0084,INST_001,PAR_INST_001_0084,MEN_INST_001_012,Aditya Aggarwal,Male,9th,C,102289,2007-11-18,2025-07-02,2025-26,90.3,2.37,3,Medium,94,No,Bicycle,English,None
STU_INST_001_0085,INST_001,PAR_INST_001_0085,MEN_INST_001_013,Sunita Subramanian,Female,11th,E,107558,2008-12-28,2024-10-21,2025-26,72.0,3.5,3,Medium,45,Partial,Bicycle,English,None
STU_INST_001_0086,INST_001,PAR_INST_001_0086,MEN_INST_001_014,Sara Sen,Female,12th,E,124497,2008-11-25,2024-03-07,2025-26,75.9,2.96,3,Medium,38,Yes,School Bus,English,None
STU_INST_001_0087,INST_001,PAR_INST_001_0087,MEN_INST_001_015,Arnav Pawar,Male,10th,E,104406,2008-10-01,2025-01-02,2025-26,78.4,3.31,0,Low,58,Yes,Private Vehicle,English,None
STU_INST_001_0088,INST_001,PAR_INST_001_0088,MEN_INST_001_016,Kavya Sarkar,Female,11th,E,9t7514,2008-01-22,2024-12-13,2025-26,86.9,2.72,3,Medium,75,Yes,Walking,Hindi,None
STU_INST_001_0089,INST_001,PAR_INST_001_0089,MEN_INST_001_017,Sana Singhal,Female,12th,A,112797,2007-09-21,2025-02-25,2025-26,66.9,2.07,4,High,61,Yes,Bicycle,Regional Language,None
STU_INST_001_0090,INST_001,PAR_INST_001_0090,MEN_INST_001_018,Kriti Kamath,Female,10th,D,104218,2008-01-11,2023-12-24,2025-26,71.5,2.79,1,Medium,71,No,School Bus,English,None
STU_INST_001_0091,INST_001,PAR_INST_001_0091,MEN_INST_001_019,Myra Rao,Female,9th,D,9t6110,2009-01-24,2023-10-02,2025-26,77.4,3.28,0,Low,59,Yes,School Bus,English,None
STU_INST_001_0092,INST_001,PAR_INST_001_0092,MEN_INST_001_020,Myra Aggarwal,Female,11th,C,112353,2008-06-05,2025-07-03,2025-26,88.2,2.46,1,Medium,83,No,Private Vehicle,Hindi,None
STU_INST_001_0093,INST_001,PAR_INST_001_0093,MEN_INST_001_021,Shaurya Sen,Male,12th,D,9t6410,2011-08-30,2025-01-19,2025-26,85.7,2.5,0,Medium,55,No,Private Vehicle,English,None
STU_INST_001_0094,INST_001,PAR_INST_001_0094,MEN_INST_001_022,Samar Malhotra,Male,12th,C,117509,2011-09-01,2024-10-20,2025-26,90.4,3.32,0,Low,69,No,School Bus,English,None
STU_INST_001_0095,INST_001,PAR_INST_001_0095,MEN_INST_001_023,Ankit Sharma,Male,12th,B,104050,2007-12-12,2024-06-30,2025-26,60.3,1.96,4,High,66,Partial,School Bus,English,ADHD
STU_INST_001_0096,INST_001,PAR_INST_001_0096,MEN_INST_001_024,Ishika Kamath,Female,11th,E,108441,2010-09-20,2023-12-31,2025-26,51.4,3.74,1,Medium,39,No,Auto Rickshaw,Hindi,None
STU_INST_001_0097,INST_001,PAR_INST_001_0097,MEN_INST_001_001,Krishna Iyer,Male,10th,C,109951,2010-04-12,2025-06-06,2025-26,77.5,2.8,1,Medium,70,No,Walking,Hindi,None
STU_INST_001_0098,INST_001,PAR_INST_001_0098,MEN_INST_001_002,Priya Mathur,Female,12th,C,123651,2010-10-28,2023-10-02,2025-26,100.0,3.26,2,Low,51,No,Auto Rickshaw,Regional Language,None
STU_INST_001_0099,INST_001,PAR_INST_001_0099,MEN_INST_001_003,Akash Srivastava,Male,9th,D,104849,2008-01-02,2024-11-01,2025-26,92.4,2.56,0,Low,38,Partial,Private Vehicle,Regional Language,None
STU_INST_001_0100,INST_001,PAR_INST_001_0100,MEN_INST_001_004,Raj Mitra,Male,10th,D,9t6762,2008-02-29,2024-01-05,2025-26,83.0,3.39,1,Low,46,No,Bicycle,Regional Language,None
STU_INST_001_0101,INST_001,PAR_INST_001_0101,MEN_INST_001_005,Vinod Patel,Male,12th,E,117834,2009-11-02,2024-12-16,2025-26,89.1,2.83,2,Medium,38,Yes,School Bus,English,None
STU_INST_001_0102,INST_001,PAR_INST_001_0102,MEN_INST_001_006,Nidhi Saxena,Female,10th,D,9t5603,2009-01-30,2025-08-12,2025-26,100.0,2.34,2,Medium,74,Yes,Auto Rickshaw,English,None
STU_INST_001_0103,INST_001,PAR_INST_001_0103,MEN_INST_001_007,Abhishek Sharma,Male,11th,B,9t4538,2009-01-26,2024-10-26,2025-26,80.3,3.39,1,Low,63,Yes,Bicycle,Regional Language,None
STU_INST_001_0104,INST_001,PAR_INST_001_0104,MEN_INST_001_008,Arjit Sharma,Male,12th,E,116370,2010-04-06,2025-03-09,2025-26,79.6,1.99,1,Medium,66,No,Private Vehicle,Regional Language,None
STU_INST_001_0105,INST_001,PAR_INST_001_0105,MEN_INST_001_009,Ankit Chopra,Male,10th,B,111488,2007-11-30,2024-04-22,2025-26,53.3,3.02,2,Medium,46,Partial,School Bus,Regional Language,None
STU_INST_001_0106,INST_001,PAR_INST_001_0106,MEN_INST_001_010,Arjit Sharma,Male,12th,A,9t9294,2011-07-19,2023-12-12,2025-26,62.2,3.9,2,Medium,69,Partial,School Bus,Hindi,Learning Disability
STU_INST_001_0107,INST_001,PAR_INST_001_0107,MEN_INST_001_011,Ankit Desai,Male,12th,B,115951,2009-11-15,2025-04-09,2025-26,80.9,2.63,2,Medium,46,No,Walking,Regional Language,None
STU_INST_001_0108,INST_001,PAR_INST_001_0108,MEN_INST_001_012,Priyanka More,Female,10th,D,104038,2010-11-22,2025-05-05,2025-26,56.3,3.61,4,Medium,86,No,Walking,English,None
STU_INST_001_0109,INST_001,PAR_INST_001_0109,MEN_INST_001_013,Laksh Singhal,Male,12th,E,104046,2008-07-17,2024-05-21,2025-26,80.4,2.77,5,Medium,51,No,School Bus,English,None
STU_INST_001_0110,INST_001,PAR_INST_001_0110,MEN_INST_001_014,Seema Hegde,Female,9th,D,9t9957,2009-06-25,2025-02-21,2025-26,77.3,1.84,0,Medium,84,No,Auto Rickshaw,Hindi,None
STU_INST_001_0111,INST_001,PAR_INST_001_0111,MEN_INST_001_015,Advik Bose,Male,12th,D,9t6588,2009-02-12,2024-09-20,2025-26,83.8,3.11,0,Low,89,Yes,Auto Rickshaw,Hindi,None
STU_INST_001_0112,INST_001,PAR_INST_001_0112,MEN_INST_001_016,Deepika Panchal,Female,9th,E,9t4477,2010-12-19,2023-10-13,2025-26,97.9,3.72,1,Low,35,No,Private Vehicle,English,None
STU_INST_001_0113,INST_001,PAR_INST_001_0113,MEN_INST_001_017,Dev Kale,Male,11th,D,116980,2011-06-01,2024-06-23,2025-26,85.6,4.0,3,Low,94,Yes,Bicycle,Regional Language,None
STU_INST_001_0114,INST_001,PAR_INST_001_0114,MEN_INST_001_018,Diya Krishnan,Female,12th,D,116820,2008-03-30,2023-11-23,2025-26,97.4,2.9,1,Low,95,Partial,School Bus,Regional Language,None
STU_INST_001_0115,INST_001,PAR_INST_001_0115,MEN_INST_001_019,Isha Kumar,Female,12th,A,103260,2010-08-12,2024-07-26,2025-26,100.0,3.33,0,Low,52,No,Auto Rickshaw,Regional Language,None
STU_INST_001_0116,INST_001,PAR_INST_001_0116,MEN_INST_001_020,Kiara Raman,Female,11th,B,121075,2010-03-19,2025-01-28,2025-26,97.9,1.74,1,Medium,91,Partial,Walking,English,None
STU_INST_001_0117,INST_001,PAR_INST_001_0117,MEN_INST_001_021,Ashish Dubey,Male,12th,B,9t9151,2009-02-04,2024-04-24,2025-26,78.0,3.23,2,Medium,83,No,Walking,English,None
STU_INST_001_0118,INST_001,PAR_INST_001_0118,MEN_INST_001_022,Atharv Pandey,Male,11th,B,9t8858,2010-08-24,2024-03-10,2025-26,96.7,3.0,1,Low,40,Partial,Auto Rickshaw,English,None
STU_INST_001_0119,INST_001,PAR_INST_001_0119,MEN_INST_001_023,Shalini Suthar,Female,9th,D,112654,2011-07-18,2023-10-10,2025-26,81.8,3.28,0,Low,46,Partial,Walking,Regional Language,None
STU_INST_001_0120,INST_001,PAR_INST_001_0120,MEN_INST_001_024,Aadhya Agarwal,Female,10th,B,108766,2011-02-25,2025-07-24,2025-26,87.8,2.78,1,Low,54,No,Private Vehicle,Regional Language,None
STU_INST_001_0121,INST_001,PAR_INST_001_0121,MEN_INST_001_001,Rudra Krishnan,Male,12th,B,114690,2011-05-09,2024-05-24,2025-26,62.4,3.2,0,Medium,39,Partial,School Bus,Hindi,None
STU_INST_001_0122,INST_001,PAR_INST_001_0122,MEN_INST_001_002,Samar Deshpande,Male,11th,D,9t6874,2010-04-05,2025-01-13,2025-26,65.5,3.09,2,Medium,50,Partial,Auto Rickshaw,English,None
STU_INST_001_0123,INST_001,PAR_INST_001_0123,MEN_INST_001_003,Ravi Dave,Male,10th,B,9t7522,2008-09-11,2025-04-03,2025-26,67.2,3.1,0,Medium,71,Partial,Auto Rickshaw,Regional Language,None
STU_INST_001_0124,INST_001,PAR_INST_001_0124,MEN_INST_001_004,Atharv More,Male,11th,C,122942,2007-12-10,2024-01-25,2025-26,69.8,2.46,0,Medium,61,Partial,School Bus,Regional Language,None
