alert_id,student_id,alert_type,priority,message,created_date,status,assigned_to,escalated,parent_notified,sms_sent,email_sent,action_required,follow_up_date
ALT_INST_001_000068,STU_INST_001_0043,Medical Attention Required,Low,Medical Attention Required flagged for student Anika Chakraborty - Class 9th E,2025-08-28 07:43:16,In Progress,MEN_INST_001_019,False,False,False,False,False,
ALT_INST_001_000069,STU_INST_001_0044,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Ishika Arora - Class 9th C,2025-09-14 07:43:16,Resolved,MEN_INST_001_020,False,True,True,False,False,2025-09-23
ALT_INST_001_000070,STU_INST_001_0044,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Ishika Arora - Class 9th C,2025-08-17 07:43:16,In Progress,MEN_INST_001_020,False,False,True,True,False,
ALT_INST_001_000071,STU_INST_001_0045,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Diya Trivedi - Class 9th D,2025-09-11 07:43:16,In Progress,MEN_INST_001_021,False,True,True,False,True,
ALT_INST_001_000072,STU_INST_001_0045,Medical Attention Required,Medium,Medical Attention Required flagged for student Diya Trivedi - Class 9th D,2025-08-17 07:43:16,In Progress,MEN_INST_001_021,False,False,True,True,True,2025-09-23
ALT_INST_001_000073,STU_INST_001_0046,Academic Decline,Medium,Academic Decline flagged for student Riyansh Nair - Class 9th A,2025-09-06 07:43:16,Active,MEN_INST_001_022,False,False,False,False,False,
ALT_INST_001_000074,STU_INST_001_0046,Fee Defaulter,Medium,Fee Defaulter flagged for student Riyansh Nair - Class 9th A,2025-09-02 07:43:16,Resolved,MEN_INST_001_022,False,True,True,False,False,2025-09-22
ALT_INST_001_000075,STU_INST_001_0047,Homework Default,Medium,Homework Default flagged for student Atharv Gupta - Class 10th D,2025-09-03 07:43:16,Resolved,MEN_INST_001_023,False,True,True,True,False,2025-10-01
ALT_INST_001_000076,STU_INST_001_0048,Counseling Needed,Medium,Counseling Needed flagged for student Kabir Bansal - Class 11th E,2025-08-17 07:43:16,Active,MEN_INST_001_024,False,True,True,False,False,
ALT_INST_001_000077,STU_INST_001_0048,Homework Default,Medium,Homework Default flagged for student Kabir Bansal - Class 11th E,2025-09-04 07:43:16,In Progress,MEN_INST_001_024,False,False,False,False,False,2025-09-30
ALT_INST_001_000078,STU_INST_001_0048,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Kabir Bansal - Class 11th E,2025-09-09 07:43:16,In Progress,MEN_INST_001_024,False,True,True,False,False,
ALT_INST_001_000079,STU_INST_001_0049,Uniform Violations,Low,Uniform Violations flagged for student Aadhya Chopra - Class 11th B,2025-08-24 07:43:16,In Progress,MEN_INST_001_001,False,True,False,False,True,
ALT_INST_001_000080,STU_INST_001_0050,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Vivaan Mathur - Class 12th B,2025-09-04 07:43:16,In Progress,MEN_INST_001_002,False,False,False,False,True,2025-10-01
ALT_INST_001_000081,STU_INST_001_0050,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Vivaan Mathur - Class 12th B,2025-09-13 07:43:16,Active,MEN_INST_001_002,False,True,False,False,False,
ALT_INST_001_000082,STU_INST_001_0051,Low Attendance,Medium,Low Attendance flagged for student Zara Chowdhury - Class 9th C,2025-09-12 07:43:16,Active,MEN_INST_001_003,False,True,True,False,True,
ALT_INST_001_000083,STU_INST_001_0051,Homework Default,Medium,Homework Default flagged for student Zara Chowdhury - Class 9th C,2025-09-03 07:43:16,In Progress,MEN_INST_001_003,False,False,True,True,False,
ALT_INST_001_000084,STU_INST_001_0053,Homework Default,Medium,Homework Default flagged for student Aryan Srivastava - Class 12th B,2025-09-10 07:43:16,Resolved,MEN_INST_001_005,False,False,False,True,False,
ALT_INST_001_000085,STU_INST_001_0053,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Aryan Srivastava - Class 12th B,2025-08-28 07:43:16,Active,MEN_INST_001_005,False,False,True,True,True,
ALT_INST_001_000086,STU_INST_001_0054,Uniform Violations,Medium,Uniform Violations flagged for student Arnav Bhatt - Class 10th C,2025-09-01 07:43:16,In Progress,MEN_INST_001_006,False,False,False,False,True,
ALT_INST_001_000087,STU_INST_001_0055,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Reyansh Menon - Class 11th D,2025-08-19 07:43:16,In Progress,MEN_INST_001_007,False,False,False,False,True,
ALT_INST_001_000088,STU_INST_001_0056,Parent Meeting Required,Low,Parent Meeting Required flagged for student Vivaan Bhatt - Class 9th A,2025-08-25 07:43:16,Acknowledged,MEN_INST_001_008,False,True,True,False,False,2025-09-19
ALT_INST_001_000089,STU_INST_001_0057,Low Attendance,Medium,Low Attendance flagged for student Arya Bhatt - Class 9th C,2025-08-26 07:43:16,Resolved,MEN_INST_001_009,False,True,True,False,False,
ALT_INST_001_000090,STU_INST_001_0057,Behavioral Issues,Medium,Behavioral Issues flagged for student Arya Bhatt - Class 9th C,2025-08-18 07:43:16,Resolved,MEN_INST_001_009,False,True,False,False,False,
ALT_INST_001_000091,STU_INST_001_0057,Uniform Violations,Medium,Uniform Violations flagged for student Arya Bhatt - Class 9th C,2025-09-01 07:43:16,Active,MEN_INST_001_009,False,True,False,False,True,2025-09-30
ALT_INST_001_000092,STU_INST_001_0058,Parent Meeting Required,High,Parent Meeting Required flagged for student Divya Kapoor - Class 12th E,2025-08-26 07:43:16,In Progress,MEN_INST_001_010,False,True,False,False,False,
ALT_INST_001_000093,STU_INST_001_0058,Poor Academic Performance,Critical,Poor Academic Performance flagged for student Divya Kapoor - Class 12th E,2025-09-13 07:43:16,Resolved,MEN_INST_001_010,True,False,False,False,False,2025-09-24
ALT_INST_001_000094,STU_INST_001_0058,Medical Attention Required,High,Medical Attention Required flagged for student Divya Kapoor - Class 12th E,2025-09-12 07:43:16,Resolved,MEN_INST_001_010,False,True,False,True,True,
ALT_INST_001_000095,STU_INST_001_0058,Low Attendance,High,Low Attendance flagged for student Divya Kapoor - Class 12th E,2025-09-14 07:43:16,Active,MEN_INST_001_010,False,True,True,False,True,2025-09-17
ALT_INST_001_000096,STU_INST_001_0058,Behavioral Issues,High,Behavioral Issues flagged for student Divya Kapoor - Class 12th E,2025-08-24 07:43:16,In Progress,MEN_INST_001_010,False,False,True,True,True,
ALT_INST_001_000097,STU_INST_001_0058,Medical Attention Required,High,Medical Attention Required flagged for student Divya Kapoor - Class 12th E,2025-08-21 07:43:16,Acknowledged,MEN_INST_001_010,True,False,True,True,True,2025-09-29
ALT_INST_001_000098,STU_INST_001_0059,Behavioral Issues,Medium,Behavioral Issues flagged for student Arjun Goyal - Class 11th A,2025-08-29 07:43:16,Active,MEN_INST_001_011,False,False,True,False,False,2025-09-20
ALT_INST_001_000099,STU_INST_001_0060,Poor Academic Performance,Low,Poor Academic Performance flagged for student Pooja Dutta - Class 12th E,2025-08-24 07:43:16,Resolved,MEN_INST_001_012,False,False,True,True,True,2025-09-23
ALT_INST_001_000100,STU_INST_001_0061,Uniform Violations,Medium,Uniform Violations flagged for student Dhruv Sharma - Class 10th B,2025-09-13 07:43:16,In Progress,MEN_INST_001_013,False,True,True,True,True,2025-09-24
ALT_INST_001_000101,STU_INST_001_0062,Academic Decline,Medium,Academic Decline flagged for student Veer Suthar - Class 10th B,2025-09-07 07:43:16,Acknowledged,MEN_INST_001_014,False,False,False,True,False,2025-09-17
ALT_INST_001_000102,STU_INST_001_0063,Counseling Needed,Medium,Counseling Needed flagged for student Akash Sen - Class 12th C,2025-09-12 07:43:16,In Progress,MEN_INST_001_015,False,False,False,False,False,2025-09-24
ALT_INST_001_000103,STU_INST_001_0066,Homework Default,Medium,Homework Default flagged for student Shriya Mandal - Class 11th D,2025-08-30 07:43:16,Resolved,MEN_INST_001_018,False,False,False,False,True,2025-09-22
ALT_INST_001_000104,STU_INST_001_0066,Behavioral Issues,Medium,Behavioral Issues flagged for student Shriya Mandal - Class 11th D,2025-09-08 07:43:16,Active,MEN_INST_001_018,False,False,False,False,False,2025-09-30
ALT_INST_001_000105,STU_INST_001_0066,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Shriya Mandal - Class 11th D,2025-08-30 07:43:16,Active,MEN_INST_001_018,False,False,True,False,True,2025-09-24
ALT_INST_001_000106,STU_INST_001_0069,Counseling Needed,Medium,Counseling Needed flagged for student Rahul Joshi - Class 12th D,2025-08-23 07:43:16,Active,MEN_INST_001_021,False,True,True,True,False,2025-10-01
ALT_INST_001_000107,STU_INST_001_0069,Academic Decline,Medium,Academic Decline flagged for student Rahul Joshi - Class 12th D,2025-09-03 07:43:16,Active,MEN_INST_001_021,False,True,False,False,False,
ALT_INST_001_000108,STU_INST_001_0070,Counseling Needed,Low,Counseling Needed flagged for student Riya Venkatesh - Class 10th C,2025-09-13 07:43:16,In Progress,MEN_INST_001_022,False,True,True,False,True,
ALT_INST_001_000109,STU_INST_001_0071,Medical Attention Required,Medium,Medical Attention Required flagged for student Anil Singh - Class 10th A,2025-08-19 07:43:16,Active,MEN_INST_001_023,False,True,True,True,False,2025-09-29
ALT_INST_001_000110,STU_INST_001_0071,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Anil Singh - Class 10th A,2025-09-05 07:43:16,Active,MEN_INST_001_023,False,True,True,True,False,2025-09-24
ALT_INST_001_000111,STU_INST_001_0071,Behavioral Issues,Medium,Behavioral Issues flagged for student Anil Singh - Class 10th A,2025-09-12 07:43:16,Resolved,MEN_INST_001_023,False,True,False,True,True,2025-09-29
ALT_INST_001_000112,STU_INST_001_0072,Counseling Needed,Low,Counseling Needed flagged for student Kriti Kulkarni - Class 11th C,2025-08-18 07:43:16,Active,MEN_INST_001_024,False,True,True,True,True,
ALT_INST_001_000113,STU_INST_001_0073,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Amit Menon - Class 11th C,2025-08-27 07:43:16,Resolved,MEN_INST_001_001,False,True,True,False,False,
ALT_INST_001_000114,STU_INST_001_0075,Homework Default,Medium,Homework Default flagged for student Arya Kumar - Class 10th C,2025-08-31 07:43:16,Acknowledged,MEN_INST_001_003,False,False,True,True,False,
ALT_INST_001_000115,STU_INST_001_0075,Behavioral Issues,Medium,Behavioral Issues flagged for student Arya Kumar - Class 10th C,2025-08-23 07:43:16,In Progress,MEN_INST_001_003,False,True,True,False,False,
ALT_INST_001_000116,STU_INST_001_0076,Uniform Violations,High,Uniform Violations flagged for student Sapna Malhotra - Class 11th B,2025-08-18 07:43:16,In Progress,MEN_INST_001_004,False,True,True,False,True,2025-09-20
ALT_INST_001_000117,STU_INST_001_0076,Fee Defaulter,High,Fee Defaulter flagged for student Sapna Malhotra - Class 11th B,2025-09-03 07:43:16,Active,MEN_INST_001_004,False,True,False,True,False,
ALT_INST_001_000118,STU_INST_001_0076,Low Attendance,High,Low Attendance flagged for student Sapna Malhotra - Class 11th B,2025-09-12 07:43:16,Active,MEN_INST_001_004,True,False,True,False,True,
ALT_INST_001_000119,STU_INST_001_0077,Medical Attention Required,Medium,Medical Attention Required flagged for student Karan Krishnan - Class 9th D,2025-08-23 07:43:16,Acknowledged,MEN_INST_001_005,False,True,False,False,True,
ALT_INST_001_000120,STU_INST_001_0078,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Advait Dave - Class 12th D,2025-08-19 07:43:16,Acknowledged,MEN_INST_001_006,False,True,True,False,True,2025-10-01
ALT_INST_001_000121,STU_INST_001_0078,Uniform Violations,Medium,Uniform Violations flagged for student Advait Dave - Class 12th D,2025-09-15 07:43:16,Acknowledged,MEN_INST_001_006,False,True,True,False,False,
ALT_INST_001_000122,STU_INST_001_0079,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Ayaan Desai - Class 11th D,2025-08-21 07:43:16,Resolved,MEN_INST_001_007,False,False,True,True,False,
ALT_INST_001_000123,STU_INST_001_0079,Behavioral Issues,Medium,Behavioral Issues flagged for student Ayaan Desai - Class 11th D,2025-09-04 07:43:16,Active,MEN_INST_001_007,False,False,False,False,False,
ALT_INST_001_000124,STU_INST_001_0079,Homework Default,Medium,Homework Default flagged for student Ayaan Desai - Class 11th D,2025-09-14 07:43:16,In Progress,MEN_INST_001_007,False,True,True,True,False,
ALT_INST_001_000125,STU_INST_001_0080,Behavioral Issues,Medium,Behavioral Issues flagged for student Maya Das - Class 9th C,2025-08-25 07:43:16,Active,MEN_INST_001_008,False,True,True,False,False,
ALT_INST_001_000126,STU_INST_001_0080,Counseling Needed,Medium,Counseling Needed flagged for student Maya Das - Class 9th C,2025-09-16 07:43:16,Acknowledged,MEN_INST_001_008,False,True,False,True,False,
ALT_INST_001_000127,STU_INST_001_0081,Chronic Absenteeism,Low,Chronic Absenteeism flagged for student Diya Pal - Class 9th A,2025-09-09 07:43:16,Active,MEN_INST_001_009,False,True,True,True,False,
ALT_INST_001_000128,STU_INST_001_0082,Medical Attention Required,Low,Medical Attention Required flagged for student Aarohi Menon - Class 10th A,2025-09-11 07:43:16,Active,MEN_INST_001_010,False,False,False,True,True,2025-09-22
ALT_INST_001_000129,STU_INST_001_0084,Fee Defaulter,Medium,Fee Defaulter flagged for student Aditya Aggarwal - Class 9th C,2025-08-22 07:43:16,In Progress,MEN_INST_001_012,False,True,False,False,False,
ALT_INST_001_000130,STU_INST_001_0084,Behavioral Issues,Medium,Behavioral Issues flagged for student Aditya Aggarwal - Class 9th C,2025-08-29 07:43:16,In Progress,MEN_INST_001_012,False,False,True,False,True,
